"","Board Game Name","Publishing Year","Game Playing Time","Max Number of Players"
"56362","Titanic",1998,60,4
"56363","Rage (second edition)",1998,45,5
"56364","Ebola Monkey Hunt",1998,60,6
"56365","Kill Doctor Lucky: Craigdarroch",1998,60,10
"56366","Ido",1998,45,4
"56367","Airlines",1998,120,4
"56368","Invasion Sicily",1998,360,2
"56369","Letres",1998,20,4
"56370","Lotus",1998,20,4
"56371","Go Wild!",1998,20,6
"56372","The High Kings of Tara",1998,30,4
"56373","India Rails",1998,180,6
"56374","The Extraordinary Adventures of Baron Munchausen",1998,45,20
"56375","Tribes",1998,240,8
"56376","Flipop",1998,20,2
"56377","18GA",1998,240,5
"56378","Der Kleine Riese Kasimir",1998,30,4
"56379","Die Bombe",1998,20,6
"56380","Infection",1998,60,8
"56381","Small Soldiers Big Battle Game",1998,30,4
"56382","What Were You Thinking?",1998,30,10
"56383","Palenque",1998,120,4
"56384","Quivive",1998,20,5
"56385","Stimmvieh",1998,30,5
"56386","Imaginiff",1998,30,8
"56387","Knights of the Dinner Table: Orcs at the Gates",1998,60,5
"56388","Absacker",1998,15,5
"56389","Panzer Grenadier: The East Front",1998,60,2
"56390","Instinct",1998,20,6
"56391","1806: Rossbach Avenged",1998,120,4
"56392","HiQue",1998,30,2
"56393","The Last Days of the Grande Armee",1998,180,2
"56394","Rhombo Continuo",1998,20,5
"56395","Just Wait",1998,30,5
"56396","1849",1998,180,5
"56397","7th Sea Collectible Card Game",1998,45,6
"56398","GLE'X",1998,45,2
"56399","Z-Chess",1998,90,2
"56400","Dots",1998,20,6
"56401","Denkste!",1998,30,4
"56402","Wizard of Oz's Emerald Town",1998,45,4
"56403","Ballast",1998,10,4
"56404","Alien Encounter",1998,45,2
"56405","Gaukelspiel",1998,30,4
"56406","NUTS!",1998,120,4
"56407","Dumm Gelaufen!",1998,30,6
"56408","Grabsch",1998,20,4
"56409","Machu Picchu",1998,40,4
"56410","Trodeln",1998,30,6
"56411","Zamix",1998,20,8
"56412","Saratoga",1998,180,2
"56413","The Three Stooges Card Game",1998,30,3
"56414","Sandsplatters",1998,30,2
"56415","Nemesis",1998,30,2
"56416","C-23",1998,10,3
"56417","Dragon Ball: Alla ricerca delle Sette Sfere",1998,20,5
"56418","Gran Gol",1998,20,2
"56419","Men Are from Mars, Women Are from Venus",1998,60,0
"56420","Programmer's Nightmare",1998,20,6
"56421","One World Dominion",1998,120,6
"56422","Make Your Own Opoly",1998,60,6
"56423","Chobolo",1998,120,4
"56424","Scandal",1998,30,4
"56425","Legend of the Burning Sands",1998,60,6
"56426","Crimson Skies",1998,180,2
"56427","ITC",1998,120,5
"56428","Wheel of Intoxication",1998,60,0
"56429","Mana Burn",1998,45,8
"56430","Gold Digger",1998,10,4
"56431","Stop Secret",1998,30,6
"56432","Die Drei",1998,10,2
"56433","Dark Lore",1998,60,6
"56434","Charlemagne",1998,120,2
"56435","Deathtrap Dungeon: Card Game",1998,60,8
"56436","On to Richmond!",1998,180,2
"56437","Boxum",1998,20,6
"56438","Pracoro Dice Battle",1998,10,2
"56439","Dragon Hordes",1998,240,6
"56440","Seven Pines",1998,240,2
"56441","Fruchtchen",1998,45,6
"56442","Tour Mala!s",1998,60,6
"56443","Golden Goal",1998,60,8
"56444","Bommerz over da Sulphur River",1998,30,2
"56445","ConTrack: Switzerland & Austria",1998,90,5
"56446","INWO SubGenius",1998,120,4
"56447","Willie's White House",1998,45,6
"56448","Insecta: Trilobite",1998,300,7
"56449","Mysteries by Vincent: Hard Drive Homicide",1998,180,8
"56450","Judge for Yourself",1998,90,6
"56451","How to Host a Murder: The Tragical Mystery Tour",1998,180,8
"56452","Proverbial Wisdom",1998,60,16
"56453","Great War at Sea 2: The North & Baltic Seas",1998,180,4
"56454","Great War at Sea: U.S. Navy Plan Orange",1998,120,4
"56455","Moovit",1998,10,6
"56456","Formula De Circuits 13 & 14: Montreal & Long Beach",1998,120,10
"56457","Formula De Circuits 11 & 12: Watkins Glen & Silverstone",1998,120,10
"56458","Formula De Circuits 9 & 10: Estoril & Interlagos",1998,120,10
"56459","Gazala",1998,180,4
"56460","Warzone (second edition)",1998,240,8
"56461","HellRail",1998,30,4
"56462","Code Breaker",1998,20,4
"56463","War Without Mercy",1998,360,6
"56464","Murder Mystery Party: Party to a Murder",1998,180,8
"56465","Ocean",1998,90,6
"56466","Impact Zone",1998,30,2
"56467","Crosswords for Dummies",1998,60,4
"56468","Chubby Cheeks",1998,20,4
"56469","Mars 2020",1998,60,6
"56470","Verba Volant International",1998,10,6
"56471","Death in the Dark",1998,120,2
"56472","Trigon Chess & Checkers",1998,120,3
"56473","Oxford Dilemma",1998,90,6
"56474","Cranium Cariboo",1998,20,4
"56475","El Grande: Konig & Intrigant – Player's Edition",1998,120,5
"56476","Landyland",1998,30,6
"56477","Brain Baseball",1998,30,7
"56478","Schlauer Bauer",1998,10,5
"56479","Xena: Warrior Princess CCG",1998,10,3
"56480","Tokimeki Memorial 2 Game of Life ('Jinsei Game')",1998,60,6
"56481","Star Wars: Escape the Death Star Action Figure Game",1998,20,4
"56482","Twilight Imperium: Distant Suns",1998,240,6
"56483","Havic: The Bothering",1998,45,12
"56484","Twilight Imperium: The Outer Rim",1998,240,6
"56485","Xe Queo!",1998,20,2
"56486","Dragon Ball Z: Il Torneo",1998,20,6
"56487","Trivial Pursuit: Know-It-All Edition",1998,90,6
"56488","Monopoly: World Cup France '98 Edition",1998,120,8
"56489","Who Said That?",1998,60,6
"56490","Lodz 1914: First Blitzkrieg",1998,360,4
"56491","Itty Bitty Battles",1998,10,6
"56492","Wall Street Game",1998,60,5
"56493","Logistic",1998,45,2
"56494","Command Decision III",1998,360,2
"56495","WWF World Wrestling Federation Wrestling Trivia Game",1998,45,6
"56496","Cranium Booster Box 1",1998,60,0
"56497","The Ashes of Empire",1998,60,8
"56498","Monster Fressen",1998,30,6
"56499","Glider-Pit Gladiators",1998,120,6
"56500","Ultra Ducks",1998,90,6
"56501","Power Play",1998,45,2
"56502","Omega Expedition",1998,45,3
"56503","Air Duel: Danger Zone",1998,45,2
"56504","Das Campus-Spiel",1998,120,6
"56505","Mr. Bean The Game",1998,60,10
"56506","Caves & Claws",1998,20,4
"56507","Jugurtha: Caesar and SPQR Module",1998,360,2
"56508","Phalanx: Great Battles of Alexander Module",1998,240,2
"56509","Wallace & Gromit Going Crackers",1998,45,6
"56510","Nuts!",1998,30,6
"56511","Evil Stevie's Pirate Game",1998,240,25
"56512","Carrier Planes in Flames",1998,240,6
"56513","Leaders In Flames",1998,240,6
"56514","Caesar: Conquest of Gaul",1998,240,4
"56515","Snakes and Ladders 3D",1998,20,6
"56516","Taxi",1998,30,8
"56517","The Circus Comes to Town",1998,20,6
"56518","Let's Go Sailing",1998,20,6
"56519","Games Kit: 4 Cooperative Pencil & Paper Games",1998,20,8
"56520","The Andy Griffith Show Trivia Game",1998,30,4
"56521","Airlines: United States Set 2",1998,45,4
"56522","Warhammer Ancient Battles",1998,120,2
"56523","Heavy Gear Tactical",1998,180,2
"56524","Cowgirls",1998,60,0
"56525","Polygon",1998,30,4
"56526","One Fish Two Fish Red Fish Go Fish! Card Game",1998,20,4
"56527","Fall of Berlin",1998,20,2
"56528","Monopoly: The Wizard of Oz",1998,90,6
"56529","Death Angel",1998,45,6
"56530","Memoland",1998,30,6
"56531","Clash of Titans: The Tank Battle for Kursk, 1943",1998,180,2
"56532","Turning the Tables",1998,180,2
"56533","Triumphant Return: The Soviet Liberation of Kiev, November 1943",1998,240,2
"56534","Main Event Wrestling",1998,60,2
"56535","Xena Warrior Princess: The Board Game",1998,60,4
"56536","Blue's Clues Big Easy Game",1998,10,4
"56537","Soccer Challenge",1998,10,2
"56538","Identity",1998,90,6
"56539","Towers of Hamburg",1998,45,2
"56540","Mentix",1998,30,0
"56541","Count-down",1998,30,2
"56542","Make 5",1998,10,2
"56543","Music Mystery",1998,90,20
"56544","Monopoly: Star Trek The Next Generation",1998,120,8
"56545","Slap Shot",1998,30,8
"56546","Ready Steady Cook",1998,90,0
"56547","Schabernack!",1998,20,8
"56548","Grand Prix",1998,20,4
"56549","Combat! Stalingrad",1998,90,2
"56550","Combat! Rangers",1998,90,2
"56551","Pointe du Hoc",1998,90,2
"56552","All American III: Shanley's Hill",1998,60,2
"56553","The Apprentice",1998,45,6
"56554","Paparazzi",1998,60,6
"56555","Tribound",1998,20,2
"56556","Corrida Presidencial",1998,120,6
"56557","Quisine",1998,20,6
"56558","Das Quiz des 20. Jahrhunderts",1998,90,6
"56559","Bauerchen & Co",1998,45,4
"56560","Briljant",1998,30,6
"56561","Burgen von Teufelsbach",1998,60,5
"56562","Monday Night Football: Interactive TV Card Game",1998,120,8
"56563","Die-Roll",1998,20,2
"56564","Chameleo Chameleo",1998,45,6
"56565","Das Piratenschiff",1998,60,6
"56566","Perfect Timing!",1998,45,4
"56567","Vision Impossible",1998,30,4
"56568","Madworld",1998,10,2
"56569","Planet Petri",1998,60,4
"56570","Accasta",1998,30,2
"56571","Say When",1998,45,4
"56572","Diplomacy: Classical Variant",1998,360,5
"56573","Hexcite",1998,30,4
"56574","In Flanders Fields",1998,10,2
"56575","Diplomacy: Ard-Ri Variant",1998,300,6
"56576","Anarchy",1998,90,5
"56577","Jades",1998,90,8
"56578","Ancient Warfare",1998,120,8
"56579","Flashback",1998,45,4
"56580","Doomed Battalions: ASL Module 11",1998,120,2
"56581","Namesake",1998,60,6
"56582","Figure it Out",1998,20,6
"56583","It's A Wonderful Life",1998,20,6
"56584","Shoot",1998,90,2
"56585","MooT",1998,60,12
"56586","Monopoly: National Parks Edition",1998,120,8
"56587","Godzilla",1998,30,4
"56588","Triumph and Fall of the Desert Fox",1998,120,2
"56589","Les Pyramides 1798",1998,60,2
"56590","Crete 1941: Operation Merkur",1998,90,2
"56591","Alesia, 52 Av. J.-C.: Cesar contre Vercingetorix",1998,90,3
"56592","Denain 1712",1998,60,2
"56593","Meuse 1940",1998,120,2
"56594","Rivoli 1797",1998,90,2
"56595","Godzilla Street Stomping Game",1998,20,4
"56596","Charades for Dummies Game",1998,30,4
"56597","Monopoly: Harley-Davidson 95th Anniversary",1998,120,8
"56598","Monopoly: NASCAR 50th Anniversary",1998,120,8
"56599","Doug Loser Proof Matching Transforming Game",1998,10,2
"56600","A Bug's Life Birdie Builders",1998,20,4
"56601","Rubik's Infinity",1998,10,2
"56602","Pogo",1998,10,2
"56603","Mars and Venus in Love Question Card Game",1998,10,2
"56604","Lilly's 3 For All",1998,20,3
"56605","Lilly's Purple Plastic Purse Game",1998,20,4
"56606","Baseball Tycoon",1998,90,5
"56607","The Fire Next Time",1998,90,2
"56608","Pentagonia",1998,20,2
"56609","Warfare in the Age of Reason",1998,180,7
"56610","Animorphs: The Invasion Game",1998,30,4
"56611","Rotten Egg",1998,10,7
"56612","Durch Die Republik",1998,90,8
"56613","Hercules: The Legendary Journeys",1998,180,4
"56614","The Cat in the Hat Comes Back Card Game",1998,10,2
"56615","Summer Storm: The Battle of Gettysburg",1998,480,2
"56616","Somalia Interventions",1998,90,2
"56617","Panzers at the Pyramids",1998,60,2
"56618","Caseros 1852",1998,90,2
"56619","Dark Portals",1998,0,0
"56620","Adventure Cards",1998,10,5
"56621","Waterloo",1998,30,2
"56622","Tokar's Arcana",1998,30,2
"56623","Girl Power",1998,30,6
"56624","Touch and Feel",1998,15,0
"56625","Global Supremacy",1998,30,4
"56626","Nasca",1998,30,2
"56627","Grab the Green",1998,0,4
"56628","Motley Wheels",1998,10,6
"56629","Monopoly: NFL Official",1998,60,8
"56630","Look In!",1998,45,5
"56631","Klungel & Millionen",1998,75,7
"56632","Breeders: The Assault",1998,60,2
"56633","Planetas. La conquista del espacio",1998,60,5
"56634","Brewhouse Bash",1998,0,10
"56635","Monopoly: United States Navy",1998,180,8
"56636","WWJD: What Would Jesus Do? The Game",1998,0,4
"56637","Mastery",1998,0,2
"56638","A Kingdom For A Horse",1998,120,2
"56639","The Gauntlet",1998,0,2
"56640","Sea Devils",1998,240,2
"56641","The Crimean War",1998,0,2
"56642","Timing It Right",1998,15,4
"56643","Creepy Cave",1998,0,4
"56644","Victory: The Blocks of War – Extra Maps",1998,180,6
"56645","Noble Armada",1998,1,2
"56646","Addadda",1998,0,4
"56647","Hop Along Frogs",1998,15,4
"56648","Instant Recall",1998,15,4
"56649","Bumper Golf",1998,20,4
"56650","Carnage",1998,45,2
"56651","Combat Zone",1998,30,2
"56652","Topminos",1998,20,4
"56653","Camelot Battlechess",1998,120,4
"56654","Seoul Police",1998,45,6
"56655","Tres",1998,30,2
"56656","Her mit den Kroten!",1998,50,5
"56657","Dorbern",1998,15,4
"56658","Kwiiietsch",1998,20,6
"56659","Nimm's wortlich",1998,45,6
"56660","Mullmax: Das Umweltspiel",1998,20,10
"56661","Alles oder Nichts",1998,15,15
"56662","Trini",1998,45,4
"56663","Full Thrust Fleet Book: Volume 1 (Warships of the Major Powers – 2183)",1998,120,6
"56664","Army Group North 1944",1998,0,2
"56665","This Hallowed Ground",1998,360,6
"56666","All My Children Fact or Fantasy Question Card Game",1998,30,0
"56667","Spongebob Squarepants Big Easy Game",1998,10,4
"56668","Animotrax",1998,45,6
"56669","Rummel Bummel",1998,15,4
"56670","Brace",1998,0,2
"56671","The Great War in the East: 1914-1918 (second edition)",1998,0,2
"56672","Guelfi e Ghibellini",1998,30,7
"56673","4th and Inches",1998,0,0
"56674","Turtle Picnic",1998,5,2
"56675","Super-Hirn",1998,60,6
"56676","Warmaster Chess 2000",1998,60,2
"56677","Richard Petty Racing Trivia Game",1998,30,4
"56678","Battle for the Bayous: The New Orleans Campaign",1998,240,2
"56679","BBC Match Of The Day: Football Trivia",1998,15,2
"56680","Space Opera",1998,120,6
"56681","Monopoly: New England",1998,60,6
"56682","Monopoly: Golf",1998,120,6
"56683","Star Trek Deep Space Nine: The Board Game",1998,120,6
"56684","Star Trek The Next Generation: The Board Game",1998,120,4
"56685","Z",1998,30,5
"56686","Champions: Wildstrike",1998,30,8
"56687","Monopoly: Alaska",1998,120,6
"56688","Escape from Dinosaur Island",1998,120,2
"56689","Guess-a-Doodle!",1998,45,8
"56690","Flummoxed",1998,60,0
"56691","Tjolahopp!",1998,0,6
"56692","Barney's Follow the Egg Game",1998,20,4
"56693","Clan War",1998,0,2
"56694","Naumachiae",1998,2,2
"56695","Dodecaedron",1998,30,4
"56696","The I Love Lucy Trivia Game",1998,30,4
"56697","Bagou",1998,30,4
"56698","Ouija Oracle Card Game",1998,30,6
"56699","Rodeo Time",1998,0,0
"56700","The Shining",1998,60,2
"56701","Candidate",1998,0,6
"56702","Gothic Chess",1998,30,2
"56703","Gambling Sam",1998,0,4
"56704","Schnitzeljagd",1998,20,4
"56705","Teletubbyland",1998,30,4
"56706","Sports Challenge for Kids",1998,0,4
"56707","Pinguin Kegeln",1998,20,5
"56708","Crash",1998,60,6
"56709","Stormfulde Hojder",1998,30,6
"56710","Kurre",1998,20,4
"56711","20th Century arhundredets spil",1998,90,4
"56712","Santa Claus is Comin' to Town",1998,30,4
"56713","Slaughterloo",1998,270,6
"56714","Partners",1998,60,4
"56715","Steam and Steel",1998,180,4
"56716","Death Ride: Mars la Tour",1998,120,2
"56717","Taxa",1998,90,8
"56718","Digganob",1998,0,4
"56719","Safari Tours",1998,15,6
"56720","Sokrates",1998,0,2
"56721","Minuttmesterne",1998,90,12
"56722","OL-spillet Nagano",1998,45,8
"56723","Wer furchtet sich vorm schwarzen Mann",1998,5,2
"56724","Sverige spelet",1998,60,6
"56725","Kurre kvik",1998,15,4
"56726","Monopoly: Historic Boston",1998,120,8
"56727","Exiled",1998,1,4
"56728","Larry-Boy's Get Rid of the Fib! Game",1998,0,4
"56729","Incroyable!",1998,45,6
"56730","Korsbakspillet",1998,120,6
"56731","Lalelu",1998,5,2
"56732","Durchmarsch",1998,0,4
"56733","Queerbeet",1998,0,4
"56734","Salvatore und der Esel",1998,0,2
"56735","Storm Over Scandinavia",1998,480,4
"56736","Last Raid",1998,360,2
"56737","Simon Says",1998,360,2
"56738","Le Maitre du Rayon",1998,60,4
"56739","Squaredance",1998,0,2
"56740","Quadrato",1998,0,4
"56741","Lonely Heart",1998,0,2
"56742","Rangeln",1998,0,5
"56743","R.A.G.",1998,0,6
"56744","DAK the Desert",1998,360,2
"56745","Unity",1998,60,6
"56746","Xtreme Fantasy Wrestling",1998,15,4
"56747","World Cup Ski-ing '98",1998,90,0
"56748","NBA Interactive TV Card Game",1998,2,8
"56749","The Yearbook Game",1998,0,4
"56750","Grolsch Master Game",1998,90,10
"56751","Cryptic Mandala",1998,0,4
"56752","Cosmic Critters:  Consonant Blends",1998,1,4
"56753","El Paso",1998,10,6
"56754","Evangelion CCG",1998,60,5
"56755","The Royles ""My Arse"" Game",1998,0,6
"56756","The Full Monty",1998,0,6
"56757","Tug of Words",1998,0,2
"56758","Those Ragged Bloody Heroes. The Australian 7th Division at Gona: November 29-December 10, 1942",1998,120,2
"56759","Battlefield Command",1998,0,0
"56760","Pokemon Battle Disc Competition",1998,10,6
"56761","Don't Bug Me",1998,0,6
"56762","Blue's Clues Game",1998,0,4
"56763","Legend of the Galactic Heroes",1998,360,2
"56764","1869: The Golden Spike",1998,300,9
"56765","Anno Domini: Lifestyle",1998,30,8
"56766","Stops: American Edition",1998,60,16
"56767","Stops: North American Edition",1998,60,16
"56768","Steam  and Steel: Expansion Set 1",1998,60,8
"56769","The Iguana Factor Multiplication Game",1998,30,4
"56770","Thomas the Tank Engine & Friends Domino Game",1998,15,4
"56771","Thomas the Tank Engine & Friends ABC Game",1998,0,4
"56772","Titanic Trivia",1998,0,4
"56773","Pirates!  Miniature Battles on the High Seas",1998,0,2
"56774","Prehistoric Settlements",1998,120,4
"56775","Gorilla Warfare",1998,120,2
"56776","Humps & Horns Rodeo Board Game",1998,0,8
"56777","Twin Cities in a Box",1998,90,6
"56778","The Stonne Heights",1998,0,2
"56779","Scotland the Brave",1998,0,2
"56780","Atlanta in a Box",1998,90,6
"56781","I Spy Preschool Game",1998,0,4
"56782","Dallas in a Box",1998,90,6
"56783","Addition and Subtraction Quizmo",1998,0,0
"56784","Shockforce: Battles in the Remnants of America",1998,120,4
"56785","Albany in a Box",1998,90,6
"56786","Baltimore in a Box",1998,90,6
"56787","Birmingham in a Box",1998,90,6
"56788","Brooklyn in a Box",1998,90,6
"56789","Charlotte in a Box",1998,90,6
"56790","Cleveland in a Box",1998,90,6
"56791","New Orleans in a Box",1998,90,6
"56792","Sodavandsfabrikken",1998,20,4
"56793","Oklahoma City in a Box",1998,90,6
"56794","Philadelphia in a Box",1998,90,6
"56795","Colorforms Dress Up Game",1998,30,4
"56796","Wightopoly",1998,0,6
"56797","Phoenix in a Box",1998,90,6
"56798","Anno Domini: Sex & Crime",1998,30,8
"56799","San Francisco in a Box",1998,90,6
"56800","Barking Mad",1998,0,0
"56801","Anno Domini: Natur",1998,30,8
"56802","St. Louis in a Box",1998,90,6
"56803","Anno Domini: Schweiz",1998,30,8
"56804","Anno Domini: Kirche & Staat",1998,30,8
"56805","Syracuse in a Box",1998,90,6
"56806","Montreal in a Box",1998,90,6
"56807","Expos: Arts, Business, & Collections",1998,60,6
"56808","The Bunny Money Game",1998,15,4
"56809","White Ensign",1998,0,8
"56810","Try Time: New Zealand's Rugby Trivia Game",1998,0,2
"56811","StapleWars",1998,0,4
"56812","Victory: The Blocks of War – Elite Blocksets",1998,180,6
"56813","Victory: The Blocks of War – Additional Blocksets",1998,0,6
"56814","Perry Rhodan Firestorm",1998,30,4
"56815","Armchair Racing",1998,30,4
"56816","Take Your Daughter to the Slaughter",1998,0,10
"56817","General de Brigade",1998,180,4
"56818","Cybernetic Overkill",1998,30,2
